Sample No., Time (ms), Motor Count 
1, 5, 0
2, 10, 0
3, 15, 0
4, 20, 1
5, 25, 2
6, 30, 4
7, 35, 6
8, 40, 7
9, 45, 9
10, 50, 10
11, 55, 12
12, 60, 14
13, 65, 16
14, 70, 18
15, 75, 20
16, 80, 22
17, 85, 23
18, 90, 25
19, 95, 27
20, 100, 29
21, 105, 30
22, 110, 32
23, 115, 34
24, 120, 36
25, 125, 38
26, 130, 40
27, 135, 42
28, 140, 44
29, 145, 46
30, 150, 48
31, 155, 51
32, 160, 53
33, 165, 54
34, 170, 56
35, 175, 58
36, 180, 60
37, 185, 63
38, 190, 65
39, 195, 67
40, 200, 69
41, 205, 71
42, 210, 73
43, 215, 75
44, 220, 77
45, 225, 80
46, 230, 82
47, 235, 84
48, 240, 86
49, 245, 88
50, 250, 90
51, 255, 92
52, 260, 95
53, 265, 97
54, 270, 99
55, 275, 102
56, 280, 104
57, 285, 106
58, 290, 108
59, 295, 110
60, 300, 113
61, 305, 115
62, 310, 118
63, 315, 120
64, 320, 122
65, 325, 124
66, 330, 127
67, 335, 129
68, 340, 131
69, 345, 134
70, 350, 136
71, 355, 138
72, 360, 140
73, 365, 143
74, 370, 145
75, 375, 148
76, 380, 150
77, 385, 152
78, 390, 154
79, 395, 156
80, 400, 159
81, 405, 161
82, 410, 164
83, 415, 166
84, 420, 168
85, 425, 171
86, 430, 173
87, 435, 175
88, 440, 178
89, 445, 180
90, 450, 182
91, 455, 184
92, 460, 187
93, 465, 189
94, 470, 192
95, 475, 194
96, 480, 196
97, 485, 199
98, 490, 201
99, 495, 204
100, 500, 206
101, 505, 208
102, 510, 210
103, 515, 212
104, 520, 215
105, 525, 217
106, 530, 220
107, 535, 222
108, 540, 224
109, 545, 227
110, 550, 229
111, 555, 231
112, 560, 234
113, 565, 236
114, 570, 238
115, 575, 240
116, 580, 243
117, 585, 246
118, 590, 248
119, 595, 250
120, 600, 252
121, 605, 255
122, 610, 257
123, 615, 260
124, 620, 262
125, 625, 264
126, 630, 266
127, 635, 268
128, 640, 271
129, 645, 273
130, 650, 276
131, 655, 278
132, 660, 280
133, 665, 282
134, 670, 285
135, 675, 287
136, 680, 290
137, 685, 292
138, 690, 294
139, 695, 297
140, 700, 299
141, 705, 301
142, 710, 304
143, 715, 306
144, 720, 308
145, 725, 310
146, 730, 313
147, 735, 315
148, 740, 317
149, 745, 320
150, 750, 322
151, 755, 324
152, 760, 326
153, 765, 329
154, 770, 331
155, 775, 333
156, 780, 336
157, 785, 338
158, 790, 340
159, 795, 342
160, 800, 344
161, 805, 347
162, 810, 349
163, 815, 352
164, 820, 354
165, 825, 356
166, 830, 358
167, 835, 360
168, 840, 363
169, 845, 365
170, 850, 368
171, 855, 370
172, 860, 372
173, 865, 374
