Sample No., Time (ms), Motor Count 
1, 5, 0
2, 10, 0
3, 15, 1
4, 20, 2
5, 25, 3
6, 30, 4
7, 35, 6
8, 40, 7
9, 45, 9
10, 50, 11
11, 55, 12
12, 60, 14
13, 65, 15
14, 70, 17
15, 75, 19
16, 80, 20
17, 85, 21
18, 90, 23
19, 95, 25
20, 100, 27
21, 105, 29
22, 110, 30
23, 115, 32
24, 120, 33
25, 125, 35
26, 130, 37
27, 135, 39
28, 140, 41
29, 145, 42
30, 150, 44
31, 155, 45
32, 160, 47
33, 165, 49
34, 170, 51
35, 175, 53
36, 180, 54
37, 185, 56
38, 190, 58
39, 195, 60
40, 200, 61
41, 205, 63
42, 210, 65
43, 215, 67
44, 220, 69
45, 225, 71
46, 230, 73
47, 235, 74
48, 240, 76
49, 245, 78
50, 250, 80
51, 255, 82
52, 260, 84
53, 265, 86
54, 270, 88
55, 275, 89
56, 280, 91
57, 285, 94
58, 290, 96
59, 295, 98
60, 300, 100
61, 305, 102
62, 310, 103
63, 315, 105
64, 320, 108
65, 325, 110
66, 330, 112
67, 335, 113
68, 340, 115
69, 345, 117
70, 350, 120
71, 355, 122
72, 360, 124
73, 365, 125
74, 370, 127
75, 375, 129
76, 380, 132
77, 385, 134
78, 390, 136
79, 395, 137
80, 400, 139
81, 405, 141
82, 410, 144
83, 415, 146
84, 420, 148
85, 425, 149
86, 430, 151
87, 435, 153
88, 440, 156
89, 445, 158
90, 450, 160
91, 455, 162
92, 460, 163
93, 465, 165
94, 470, 167
95, 475, 169
96, 480, 171
97, 485, 173
98, 490, 175
99, 495, 177
100, 500, 179
101, 505, 181
102, 510, 184
103, 515, 186
104, 520, 187
105, 525, 189
106, 530, 191
107, 535, 193
108, 540, 195
109, 545, 197
110, 550, 199
111, 555, 201
112, 560, 203
113, 565, 205
114, 570, 207
115, 575, 209
116, 580, 211
117, 585, 213
118, 590, 215
119, 595, 217
120, 600, 219
121, 605, 221
122, 610, 223
123, 615, 225
124, 620, 227
125, 625, 229
126, 630, 231
127, 635, 233
128, 640, 236
129, 645, 238
130, 650, 240
131, 655, 241
132, 660, 243
133, 665, 245
134, 670, 247
135, 675, 249
136, 680, 252
137, 685, 254
138, 690, 256
139, 695, 258
140, 700, 260
141, 705, 262
142, 710, 264
143, 715, 266
144, 720, 268
145, 725, 269
146, 730, 272
147, 735, 274
148, 740, 276
149, 745, 277
150, 750, 279
151, 755, 282
152, 760, 284
153, 765, 286
154, 770, 288
155, 775, 290
156, 780, 292
157, 785, 294
158, 790, 296
159, 795, 297
160, 800, 299
161, 805, 302
162, 810, 304
163, 815, 306
164, 820, 308
165, 825, 310
166, 830, 312
167, 835, 314
168, 840, 316
169, 845, 318
170, 850, 320
171, 855, 322
172, 860, 324
173, 865, 326
