Sample No., Time (ms), Motor Count 
1, 5, 0
2, 10, 0
3, 15, 0
4, 20, 1
5, 25, 1
6, 30, 1
7, 35, 1
8, 40, 2
9, 45, 2
10, 50, 3
11, 55, 3
12, 60, 4
13, 65, 5
14, 70, 5
15, 75, 6
16, 80, 7
17, 85, 7
18, 90, 8
19, 95, 9
20, 100, 9
21, 105, 10
22, 110, 11
23, 115, 11
24, 120, 12
25, 125, 13
26, 130, 14
27, 135, 14
28, 140, 15
29, 145, 16
30, 150, 17
31, 155, 17
32, 160, 18
33, 165, 19
34, 170, 20
35, 175, 21
36, 180, 21
37, 185, 22
38, 190, 23
39, 195, 24
40, 200, 25
41, 205, 25
42, 210, 26
43, 215, 27
44, 220, 27
45, 225, 29
46, 230, 29
47, 235, 30
48, 240, 31
49, 245, 31
50, 250, 32
51, 255, 33
52, 260, 34
53, 265, 35
54, 270, 35
55, 275, 36
56, 280, 37
57, 285, 38
58, 290, 39
59, 295, 39
60, 300, 40
61, 305, 41
62, 310, 42
63, 315, 43
64, 320, 43
65, 325, 44
66, 330, 45
67, 335, 46
68, 340, 47
69, 345, 47
70, 350, 48
71, 355, 49
72, 360, 50
73, 365, 51
74, 370, 51
75, 375, 52
76, 380, 53
77, 385, 54
78, 390, 55
79, 395, 55
80, 400, 56
81, 405, 57
82, 410, 58
83, 415, 59
84, 420, 59
85, 425, 60
86, 430, 61
87, 435, 62
88, 440, 63
89, 445, 63
90, 450, 64
91, 455, 65
92, 460, 66
93, 465, 67
94, 470, 67
95, 475, 68
96, 480, 69
97, 485, 69
98, 490, 70
99, 495, 71
100, 500, 72
101, 505, 73
102, 510, 73
103, 515, 74
104, 520, 75
105, 525, 76
106, 530, 77
107, 535, 77
108, 540, 78
109, 545, 79
110, 550, 80
111, 555, 81
112, 560, 81
113, 565, 82
114, 570, 83
115, 575, 84
116, 580, 85
117, 585, 85
118, 590, 86
119, 595, 87
120, 600, 87
121, 605, 88
122, 610, 89
123, 615, 90
124, 620, 91
125, 625, 91
126, 630, 92
127, 635, 93
128, 640, 94
129, 645, 95
130, 650, 95
131, 655, 96
132, 660, 97
133, 665, 98
134, 670, 99
135, 675, 99
136, 680, 100
137, 685, 101
138, 690, 102
139, 695, 103
140, 700, 103
141, 705, 104
142, 710, 105
143, 715, 106
144, 720, 107
145, 725, 107
146, 730, 108
147, 735, 109
148, 740, 110
149, 745, 111
150, 750, 111
151, 755, 112
152, 760, 113
153, 765, 113
154, 770, 114
155, 775, 115
156, 780, 116
157, 785, 117
158, 790, 117
159, 795, 119
160, 800, 119
161, 805, 120
162, 810, 121
163, 815, 122
164, 820, 123
165, 825, 123
166, 830, 124
167, 835, 125
168, 840, 126
169, 845, 127
170, 850, 127
171, 855, 128
172, 860, 129
173, 865, 130
